,file,label
0,./data/CatsDogs/Dogs/9733.jpg,1
1,./data/CatsDogs/Dogs/63.jpg,1
2,./data/CatsDogs/Dogs/6400.jpg,1
3,./data/CatsDogs/Dogs/823.jpg,1
4,./data/CatsDogs/Dogs/4217.jpg,1
5,./data/CatsDogs/Dogs/3578.jpg,1
6,./data/CatsDogs/Dogs/10321.jpg,1
7,./data/CatsDogs/Dogs/2666.jpg,1
8,./data/CatsDogs/Dogs/5109.jpg,1
9,./data/CatsDogs/Dogs/11981.jpg,1
10,./data/CatsDogs/Dogs/10447.jpg,1
11,./data/CatsDogs/Dogs/2100.jpg,1
12,./data/CatsDogs/Dogs/11759.jpg,1
13,./data/CatsDogs/Dogs/4571.jpg,1
14,./data/CatsDogs/Dogs/7078.jpg,1
15,./data/CatsDogs/Dogs/12250.jpg,1
16,./data/CatsDogs/Dogs/1409.jpg,1
17,./data/CatsDogs/Dogs/9055.jpg,1
18,./data/CatsDogs/Dogs/6366.jpg,1
19,./data/CatsDogs/Dogs/12244.jpg,1
20,./data/CatsDogs/Dogs/189.jpg,1
21,./data/CatsDogs/Dogs/9041.jpg,1
22,./data/CatsDogs/Dogs/6372.jpg,1
23,./data/CatsDogs/Dogs/11995.jpg,1
24,./data/CatsDogs/Dogs/10453.jpg,1
25,./data/CatsDogs/Dogs/2114.jpg,1
26,./data/CatsDogs/Dogs/4565.jpg,1
27,./data/CatsDogs/Dogs/4203.jpg,1
28,./data/CatsDogs/Dogs/10335.jpg,1
29,./data/CatsDogs/Dogs/2672.jpg,1
30,./data/CatsDogs/Dogs/9727.jpg,1
31,./data/CatsDogs/Dogs/6414.jpg,1
32,./data/CatsDogs/Dogs/77.jpg,1
33,./data/CatsDogs/Dogs/8439.jpg,1
34,./data/CatsDogs/Dogs/837.jpg,1
35,./data/CatsDogs/Dogs/2882.jpg,1
36,./data/CatsDogs/Dogs/3544.jpg,1
37,./data/CatsDogs/Dogs/11003.jpg,1
38,./data/CatsDogs/Dogs/5135.jpg,1
39,./data/CatsDogs/Dogs/1353.jpg,1
40,./data/CatsDogs/Dogs/7722.jpg,1
41,./data/CatsDogs/Dogs/8411.jpg,1
42,./data/CatsDogs/Dogs/7044.jpg,1
43,./data/CatsDogs/Dogs/8377.jpg,1
44,./data/CatsDogs/Dogs/1435.jpg,1
45,./data/CatsDogs/Dogs/9069.jpg,1
46,./data/CatsDogs/Dogs/5653.jpg,1
47,./data/CatsDogs/Dogs/3222.jpg,1
48,./data/CatsDogs/Dogs/11765.jpg,1
49,./data/CatsDogs/Dogs/5647.jpg,1
50,./data/CatsDogs/Dogs/2128.jpg,1
51,./data/CatsDogs/Dogs/3236.jpg,1
52,./data/CatsDogs/Dogs/11771.jpg,1
53,./data/CatsDogs/Dogs/4559.jpg,1
54,./data/CatsDogs/Dogs/7050.jpg,1
55,./data/CatsDogs/Dogs/8363.jpg,1
56,./data/CatsDogs/Dogs/12278.jpg,1
57,./data/CatsDogs/Dogs/1421.jpg,1
58,./data/CatsDogs/Dogs/6428.jpg,1
59,./data/CatsDogs/Dogs/1347.jpg,1
60,./data/CatsDogs/Dogs/7736.jpg,1
61,./data/CatsDogs/Dogs/8405.jpg,1
62,./data/CatsDogs/Dogs/2896.jpg,1
63,./data/CatsDogs/Dogs/3550.jpg,1
64,./data/CatsDogs/Dogs/11017.jpg,1
65,./data/CatsDogs/Dogs/10309.jpg,1
66,./data/CatsDogs/Dogs/5121.jpg,1
67,./data/CatsDogs/Dogs/9928.jpg,1
68,./data/CatsDogs/Dogs/638.jpg,1
69,./data/CatsDogs/Dogs/7905.jpg,1
70,./data/CatsDogs/Dogs/9096.jpg,1
71,./data/CatsDogs/Dogs/8388.jpg,1
72,./data/CatsDogs/Dogs/12293.jpg,1
73,./data/CatsDogs/Dogs/5874.jpg,1
74,./data/CatsDogs/Dogs/11942.jpg,1
75,./data/CatsDogs/Dogs/10484.jpg,1
76,./data/CatsDogs/Dogs/5860.jpg,1
77,./data/CatsDogs/Dogs/11956.jpg,1
78,./data/CatsDogs/Dogs/10490.jpg,1
79,./data/CatsDogs/Dogs/9082.jpg,1
80,./data/CatsDogs/Dogs/12287.jpg,1
81,./data/CatsDogs/Dogs/7911.jpg,1
82,./data/CatsDogs/Dogs/2869.jpg,1
83,./data/CatsDogs/Dogs/9914.jpg,1
84,./data/CatsDogs/Dogs/7939.jpg,1
85,./data/CatsDogs/Dogs/1390.jpg,1
86,./data/CatsDogs/Dogs/604.jpg,1
87,./data/CatsDogs/Dogs/2699.jpg,1
88,./data/CatsDogs/Dogs/2841.jpg,1
89,./data/CatsDogs/Dogs/3587.jpg,1
90,./data/CatsDogs/Dogs/5848.jpg,1
91,./data/CatsDogs/Dogs/5690.jpg,1
92,./data/CatsDogs/Dogs/162.jpg,1
93,./data/CatsDogs/Dogs/6399.jpg,1
94,./data/CatsDogs/Dogs/7087.jpg,1
95,./data/CatsDogs/Dogs/176.jpg,1
96,./data/CatsDogs/Dogs/7093.jpg,1
97,./data/CatsDogs/Dogs/5684.jpg,1
98,./data/CatsDogs/Dogs/2855.jpg,1
99,./data/CatsDogs/Dogs/3593.jpg,1
100,./data/CatsDogs/Dogs/9900.jpg,1
101,./data/CatsDogs/Dogs/88.jpg,1
102,./data/CatsDogs/Dogs/610.jpg,1
103,./data/CatsDogs/Dogs/1384.jpg,1
104,./data/CatsDogs/Dogs/6164.jpg,1
105,./data/CatsDogs/Dogs/9257.jpg,1
106,./data/CatsDogs/Dogs/12052.jpg,1
107,./data/CatsDogs/Dogs/8149.jpg,1
108,./data/CatsDogs/Dogs/4773.jpg,1
109,./data/CatsDogs/Dogs/2302.jpg,1
110,./data/CatsDogs/Dogs/10645.jpg,1
111,./data/CatsDogs/Dogs/2464.jpg,1
112,./data/CatsDogs/Dogs/10123.jpg,1
113,./data/CatsDogs/Dogs/4015.jpg,1
114,./data/CatsDogs/Dogs/6602.jpg,1
115,./data/CatsDogs/Dogs/9531.jpg,1
116,./data/CatsDogs/Dogs/7508.jpg,1
117,./data/CatsDogs/Dogs/1179.jpg,1
118,./data/CatsDogs/Dogs/6616.jpg,1
119,./data/CatsDogs/Dogs/9525.jpg,1
120,./data/CatsDogs/Dogs/2470.jpg,1
121,./data/CatsDogs/Dogs/10137.jpg,1
122,./data/CatsDogs/Dogs/11229.jpg,1
123,./data/CatsDogs/Dogs/4001.jpg,1
124,./data/CatsDogs/Dogs/10889.jpg,1
125,./data/CatsDogs/Dogs/4767.jpg,1
126,./data/CatsDogs/Dogs/3008.jpg,1
